Country,$C_{1}$,$C_{2}$,$C_{3}$,$C_{4}$,$C_{5}$,$C_{6}$,$C_{7}$,$C_{8}$,$C_{9}$
AT,4.303262900891184,0.30705644845132035,1.0636114654588766,0.10719294525605423,1.5595271292512924,1.363604442895996e-05,0.017235960158205388,0.0,0.0
BE,1.3273380196539375,0.6761040957178835,0.2363711284474708,0.0025543593800198237,0.0,0.0,0.00010449652009172005,0.0,0.0
BG,0.13699679908511606,15.241699530571784,0.0,1.9302951168854647,0.0,0.0,0.2635793262948575,0.0,0.010257075318765144
HR,0.27008460573929793,4.004075785086611,0.13013910276545596,0.05817442623620656,0.0,0.0,0.0,0.0,0.0
CY,2.004349450314868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ,2.312859966384727,1.422853967299035,0.9973097584560767,0.11287798063637895,0.0,0.0,0.100828825521776,0.0,0.0
DK,0.08895427705471222,0.08182899725713967,0.1266661237882059,0.0,0.0,0.0,0.0,0.0,0.0
EE,0.25110433121038317,0.37371563527887663,0.014327274153144987,0.0,0.0,0.0,0.31127888265359216,0.0,0.0
FI,1.5441528620072331,0.0,1.8807404717013136,0.13568178452975177,0.0,0.000631200393237845,0.0,0.0,0.0
FR,5.003875866555926,0.2642128386112097,0.9774879099003372,0.07158790628584132,0.0,0.0,0.0,0.0,0.0
DE,3.576906439820375,1.1469257186430943,1.145842242724263,0.2948585059998889,0.37162619847188416,0.0022616049383785155,0.003117510636340109,0.00906253091959334,0.14336722525220671
EL,1.0656476591744677,0.26189348795490464,0.0,0.2064665173003518,0.0,0.0,0.0,0.0,0.0
HU,2.8443455226018686,0.6245149589668034,1.075064185358228,0.03238242883515049,0.0,0.0,0.0,0.0,0.0
IS,0.0,0.0,0.0,0.0,0.0,0.13521118784090386,0.0,0.0,0.0
IE,1.3334693888780094,0.014680993515602743,0.570507909854198,0.0,0.03331360027731321,0.0,0.0,0.0,0.0
IT,2.898255399280059,3.318611264402839,0.25592522440549326,1.65658689348012,0.0,0.0,0.0,0.0,0.0
LV,0.18581432579305698,2.160967280157184,0.26768974340474166,0.00899270231750304,0.0,0.0,0.6203918936016922,0.0,0.0
LT,2.763467540892047,13.384491420160513,0.9848852870079209,0.09846671185178506,0.0,0.0,0.2751104659788057,0.0,0.0
LU,2.0099299470669916,0.07240789978981188,0.035910800503044356,0.0,0.0,0.0,0.0,0.0,0.027311751675104485
MT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,2.1201315269452925,3.310234284851547,1.2480412828224359,0.05661272118600089,0.0,0.0,0.006205122220163869,0.0,0.0
NO,2.6992838664484777,0.06440376068826036,0.01871862254336359,0.10058334832285529,0.0,0.0,0.007545944712793448,0.0,0.05764750786401507
PL,2.498834335699181,11.725310997685973,1.0869504866091608,0.0,0.5196260938876579,0.0,0.013325566972530609,0.0,0.0
PT,3.3137499641330233,0.537368824684827,0.0,0.19485550173335317,0.0,0.0,0.0,0.0,0.06446273877624485
RO,0.7875154757153024,1.5489600443661353,0.053468155982775795,0.0,2.5358620040776723,0.0,0.0,0.0,0.0
RS,0.0,17.544298384077177,0.0,0.030560103372073395,0.0,0.0,0.0,0.0,0.0
SK,3.2255751348302915,0.0,1.3416982119856218,0.0,0.0,0.0,0.0,0.0,0.0
SI,1.662953917490881,0.25944038708505757,0.15301086465584643,0.0,0.0,0.0,0.0,0.0,0.0
ES,3.0467601199559433,0.05903413094401212,0.499148012341778,0.14237297545769334,0.0,0.0,0.0,0.0,0.0
SE,1.7823392294703198,0.015211020332991048,2.573458687366538,0.30432288706629923,0.11379717136510051,0.30946154744828186,0.0,0.17120083905100802,0.0
UA,0.0,8.951861093080648,0.0,0.6191228538272485,0.0,0.0,0.0,0.0,0.0
UK,2.1464203897387106,0.305536455408813,0.42330277552616263,0.0,0.0,0.0,0.004026376825798026,0.0,0.0
