Country,$C_{1}$,$C_{2}$,$C_{3}$,$C_{4}$,$C_{5}$,$C_{6}$,$C_{7}$,$C_{8}$,$C_{9}$
AT,4.546422056242041,0.2801913743847451,1.0631604309365643,0.15984579905689603,1.2070078821464223,9.637558943998899e-05,0.01788455581179224,0.0,0.0
BE,3.5370001437452405,0.652615272397231,0.666193851742822,0.0028155059535477154,0.0,0.0,0.000712786317353852,0.0,0.0
BG,0.689609511523252,14.019465237637608,0.0,2.4375886539051854,0.0,0.0,0.28983181087701904,0.0,0.0
HR,0.144522614590821,3.399859272052709,0.06906294485697899,0.03496514869132767,0.0,0.0,0.0,0.0,0.0
CY,2.1371327999570076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ,4.276363836351424,1.457500274090404,1.0824160381633836,0.1830959609252435,0.0,0.0,0.10593995866680998,0.0,0.0
DK,2.079888097835491,0.0,1.1783235999058161,0.0,0.0,0.0,0.0,0.0,0.0
EE,0.09321624463580301,0.35098189672322166,0.5457981640946941,0.03666126694517862,0.0,0.0,0.2688492909313098,0.0,0.0
FI,2.766797718308611,0.0,2.179078586668186,0.08708919741948554,0.0,0.0018233271922660538,0.0,0.0,0.0
FR,4.853563728252648,0.33069641725718923,0.9323105904239529,0.16814481570904444,0.0,0.0,0.005460493824878266,0.0,0.0
DE,3.720742149958559,1.112004917861171,1.518102341572535,0.3275674926857835,0.15988165019114958,0.01565167563840497,0.003892257280961156,0.019959133266324067,0.02402258689887451
EL,1.7415600130436777,3.3125618159817387,0.0,0.2516432608115647,0.0,0.0,0.0,0.0,0.0
HU,2.8941183618573127,0.8680642818281491,1.5089493583140243,0.023750804351368296,0.0,0.0,0.0,0.0,0.0
IS,0.0,0.0,0.0,0.0,0.0,0.4350021066855952,0.0,0.0,0.0
IE,1.9084777689725365,0.015385084468309666,0.6613348490905037,0.0,0.0033567457021766536,0.0,0.000503511855326498,0.0,0.0
IT,3.6064717381666163,3.901699862160914,0.32027448751513327,2.024783791527254,0.0,6.726865762086341e-05,0.013977866481468577,0.0,0.0
LV,1.7209144943040635,3.221943852957227,0.875097267841742,0.0,0.0,0.0,0.6367554524108184,0.0,0.0
LT,2.541389514368783,11.717467137142577,0.6954329902540167,0.2302772529498207,0.0,0.0,0.23487848435437533,0.0,0.0
LU,1.7573918941612923,0.029923076755309058,0.2781188591717938,0.0,0.0,0.0,4.3619645415902415e-05,0.0,0.0077206772386147265
MT,0.5330310412194593,0.0,0.0,0.0,0.38288994476737176,0.0,0.0,0.0,0.0
NL,1.5352380368638159,2.7600822965344336,1.3271358514656955,0.15397191961281362,0.0,0.0,0.009960111446341817,0.0,0.0
NO,3.1915476337196806,0.06555221939809845,0.22865876348628256,0.17361514238406453,0.0,0.0,0.012800842116794884,0.0,0.0
PL,3.1930873372512134,10.531997015240172,0.9580287374641192,0.0,1.3067594246498073,0.0,0.01025362887550658,0.0,0.0
PT,5.025613459682336,0.4806154509459727,0.0,0.21966892529856707,0.0,0.0,0.0,0.0,0.07167149259382911
RO,2.919166527103691,1.7416407388113273,1.0040328790733803,0.0,0.20036053534954845,0.0,0.08683061318781754,0.0,0.0
RS,0.0,15.602889083597221,0.0,0.076399894816889,0.0,0.0,0.0,0.0,0.0
SK,3.7304169801006646,0.0,0.9607172330575116,0.0,0.0,0.0,0.0,0.0,0.0
SI,1.7086836544116224,0.3553833659689326,0.2727172852351379,0.0,0.0,0.0,0.0,0.0,0.0
ES,5.306633316161451,0.083092575005102,0.7950234534703118,0.20876987580523185,0.0,0.0,0.0,0.0,0.0
SE,2.501628177507642,0.014690757392243367,2.6406275637572376,0.6176323434485499,0.24900689469858475,0.9040876815978925,0.0,0.2550246214496314,0.0
UA,0.0,8.754709819705186,0.0,0.5204509167977529,0.0,0.0,0.0,0.0,0.0
UK,1.9537544840552712,0.28795713084281466,0.8869883512175301,0.0,0.0,0.0,0.004826500276588397,0.0,0.0
